PM2_5,PM10,SO2,NO2,CO,O3,Time
52.349998,48.709999,15.410000,15.020000,0.710000,34.759998,2013-04-21
46.520000,53.520000,15.190000,18.040001,0.800000,32.040001,2013-04-22
34.450001,30.340000,14.310000,19.780001,0.820000,34.770000,2013-04-23
46.349998,45.150002,20.559999,13.030000,0.920000,58.689999,2013-04-24
76.339996,83.050003,31.190001,23.080000,1.250000,30.540001,2013-04-25
74.610001,85.519997,48.900002,39.560001,1.710000,37.040001,2013-04-26
48.709999,65.720001,25.330000,21.610001,1.140000,58.119999,2013-04-27
41.000000,52.369999,19.360001,20.930000,0.940000,53.500000,2013-04-28
32.450001,49.470001,18.940001,19.559999,1.020000,42.770000,2013-04-29
31.870001,29.780001,18.530001,16.540001,0.720000,67.430000,2013-04-30
35.290001,45.880001,14.780000,17.809999,0.900000,59.650002,2013-05-01
49.459999,62.570000,24.230000,25.330000,0.990000,64.669998,2013-05-02
57.450001,58.889999,18.309999,24.120001,0.980000,40.860001,2013-05-03
59.540001,59.720001,16.730000,21.410000,1.040000,44.849998,2013-05-04
57.130001,65.300003,19.959999,17.340000,1.020000,52.439999,2013-05-05
52.639999,62.700001,14.540000,10.470000,0.870000,59.060001,2013-05-06
48.580002,57.770000,12.210000,13.070000,0.890000,46.799999,2013-05-07
38.910000,39.849998,13.930000,15.830000,0.890000,49.720001,2013-05-08
26.299999,29.770000,16.450001,14.930000,0.960000,53.380001,2013-05-09
48.119999,55.740002,20.670000,19.740000,1.010000,60.849998,2013-05-10
51.610001,69.349998,18.860001,30.469999,0.740000,83.059998,2013-05-11
57.680000,79.150002,31.879999,32.720001,1.040000,83.940002,2013-05-12
50.369999,68.139999,21.610001,20.450001,1.050000,82.559998,2013-05-13
53.700001,75.660004,23.459999,14.890000,1.100000,86.180000,2013-05-14
28.129999,35.610001,11.230000,11.550000,0.770000,73.989998,2013-05-15
35.360001,33.470001,17.139999,17.010000,0.890000,65.059998,2013-05-16
38.169998,50.970001,21.700001,15.760000,0.790000,84.419998,2013-05-17
63.369999,63.389999,10.880000,15.220000,0.820000,90.190002,2013-05-18
73.050003,81.459999,19.670000,18.430000,0.670000,82.500000,2013-05-19
81.769997,101.330002,37.340000,30.200001,1.050000,54.549999,2013-05-20
54.349998,67.570000,25.090000,27.219999,0.890000,76.150002,2013-05-21
54.389999,67.680000,19.090000,28.160000,0.910000,72.680000,2013-05-22
65.459999,79.230003,21.670000,18.410000,1.060000,89.199997,2013-05-23
63.990002,81.250000,20.629999,16.100000,0.990000,83.160004,2013-05-24
42.650002,60.360001,19.690001,13.450000,0.930000,76.040001,2013-05-25
15.520000,29.370001,15.270000,14.070000,0.640000,46.959999,2013-05-26
25.170000,37.459999,13.660000,11.100000,0.770000,105.699997,2013-05-27
38.970001,61.689999,18.030001,12.520000,0.930000,84.410004,2013-05-28
41.099998,45.669998,14.370000,16.379999,0.910000,59.480000,2013-05-29
50.340000,54.880001,20.639999,13.890000,0.830000,61.230000,2013-05-30
58.980000,82.529999,21.820000,15.890000,0.670000,92.680000,2013-05-31
57.230000,69.449997,15.460000,25.340000,0.680000,47.660000,2013-06-01
46.799999,56.650002,16.549999,11.780000,0.610000,69.669998,2013-06-02
61.680000,77.300003,22.410000,13.940000,0.790000,78.839996,2013-06-03
60.000000,70.610001,19.690001,12.190000,0.940000,81.949997,2013-06-04
61.279999,75.440002,19.240000,11.880000,0.890000,85.570000,2013-06-05
31.620001,45.779999,19.190001,16.120001,0.870000,47.349998,2013-06-06
41.750000,47.070000,18.290001,17.950001,0.570000,65.360001,2013-06-07
60.040001,72.239998,29.510000,22.040001,0.760000,87.779999,2013-06-08
30.040001,40.750000,12.920000,12.470000,0.550000,78.970001,2013-06-09
56.980000,60.660000,7.440000,14.660000,0.680000,66.029999,2013-06-10
39.130001,43.560001,11.690000,11.280000,0.550000,97.019997,2013-06-11
34.570000,42.250000,15.970000,11.740000,0.590000,94.769997,2013-06-12
32.490002,41.889999,13.020000,11.160000,0.600000,91.849998,2013-06-13
37.189999,46.750000,14.220000,11.300000,0.710000,96.269997,2013-06-14
25.400000,37.009998,14.650000,10.790000,0.590000,61.910000,2013-06-15
15.280000,25.590000,14.210000,13.020000,0.600000,44.720001,2013-06-16
17.889999,31.360001,18.250000,17.000000,0.660000,54.360001,2013-06-17
25.510000,40.520000,29.870001,24.340000,0.710000,63.799999,2013-06-18
30.299999,50.570000,23.389999,23.280001,0.660000,67.239998,2013-06-19
31.870001,56.320000,19.200001,20.780001,0.660000,48.299999,2013-06-20
31.480000,48.150002,18.900000,9.560000,0.430000,74.620003,2013-06-21
27.790001,48.490002,17.170000,9.710000,0.550000,65.339996,2013-06-22
19.730000,30.650000,13.620000,11.530000,0.500000,59.910000,2013-06-23
17.559999,28.299999,15.940000,13.650000,0.550000,57.150002,2013-06-24
27.330000,39.820000,18.500000,17.389999,0.560000,58.700001,2013-06-25
35.439999,57.340000,16.100000,16.860001,0.650000,59.320000,2013-06-26
15.470000,25.110001,11.580000,21.309999,0.610000,46.939999,2013-06-27
17.000000,26.010000,10.990000,15.950000,0.550000,43.029999,2013-06-28
18.510000,33.349998,12.140000,12.230000,0.570000,59.549999,2013-06-29
26.820000,39.509998,16.030001,15.800000,0.710000,50.660000,2013-06-30
23.910000,33.320000,19.020000,16.600000,0.590000,71.610001,2013-07-01
10.830000,19.280001,14.590000,12.890000,0.490000,42.919998,2013-07-02
14.070000,27.469999,17.000000,16.049999,0.610000,58.150002,2013-07-03
17.629999,34.869999,19.219999,17.530001,0.630000,57.299999,2013-07-04
17.190001,34.400002,17.799999,17.379999,0.580000,48.090000,2013-07-05
20.690001,39.360001,22.020000,20.420000,0.630000,54.020000,2013-07-06
23.160000,40.509998,19.790001,21.230000,0.570000,52.500000,2013-07-07
14.620000,25.459999,18.360001,15.820000,0.510000,51.750000,2013-07-08
12.710000,24.889999,17.190001,15.530000,0.530000,47.770000,2013-07-09
18.799999,32.310001,20.010000,17.969999,0.530000,62.570000,2013-07-10
28.530001,44.730000,16.379999,18.430000,0.560000,80.089996,2013-07-11
34.730000,48.180000,17.500000,15.190000,0.600000,87.900002,2013-07-12
46.340000,54.119999,10.920000,7.600000,0.520000,94.410004,2013-07-13
56.950001,73.180000,14.580000,10.570000,0.590000,82.930000,2013-07-14
34.090000,46.360001,17.620001,17.990000,0.620000,68.779999,2013-07-15
22.010000,31.610001,18.830000,17.540001,0.570000,64.800003,2013-07-16
25.430000,35.720001,18.360001,13.010000,0.660000,80.089996,2013-07-17
18.520000,27.920000,16.809999,13.560000,0.530000,67.370003,2013-07-18
20.389999,30.360001,15.630000,12.940000,0.610000,74.650002,2013-07-19
29.930000,40.340000,16.930000,15.850000,0.660000,88.070000,2013-07-20
15.790000,27.760000,17.469999,18.350000,0.580000,49.840000,2013-07-21
18.660000,31.090000,19.120001,18.790001,0.550000,71.839996,2013-07-22
21.490000,32.480000,16.559999,18.860001,0.570000,77.360001,2013-07-23
20.540001,33.000000,20.129999,21.260000,0.560000,69.120003,2013-07-24
13.410000,20.500000,11.200000,11.170000,0.460000,51.279999,2013-07-25
11.240000,19.070000,9.880000,9.130000,0.380000,52.200001,2013-07-26
10.680000,18.840000,8.800000,7.840000,0.350000,58.340000,2013-07-27
11.890000,20.059999,12.230000,12.250000,0.420000,61.029999,2013-07-28
12.210000,25.200001,15.960000,15.960000,0.460000,55.380001,2013-07-29
18.500000,38.599998,18.510000,22.590000,0.580000,56.590000,2013-07-30
25.620001,44.790001,22.200001,23.420000,0.590000,71.690002,2013-07-31
25.920000,37.860001,19.240000,17.020000,0.530000,85.459999,2013-08-01
20.280001,30.020000,13.300000,13.870000,0.480000,64.820000,2013-08-02
12.880000,19.719999,11.280000,10.680000,0.400000,46.820000,2013-08-03
14.510000,24.299999,14.000000,15.890000,0.430000,50.570000,2013-08-04
20.610001,38.290001,18.740000,18.959999,0.520000,62.549999,2013-08-05
21.340000,40.799999,20.440001,20.090000,0.580000,63.599998,2013-08-06
29.840000,48.230000,22.190001,21.820000,0.610000,99.919998,2013-08-07
19.129999,31.629999,16.850000,20.830000,0.490000,70.139999,2013-08-08
22.600000,38.689999,20.639999,26.760000,0.560000,66.650002,2013-08-09
25.180000,43.270000,18.690001,24.200001,0.610000,72.580002,2013-08-10
25.000000,39.049999,14.830000,14.480000,0.490000,91.139999,2013-08-11
27.090000,38.160000,16.180000,12.690000,0.480000,100.809998,2013-08-12
29.330000,40.959999,13.800000,9.150000,0.460000,96.080002,2013-08-13
26.030001,36.709999,14.650000,11.180000,0.430000,72.599998,2013-08-14
14.030000,21.490000,11.910000,7.790000,0.370000,47.849998,2013-08-15
16.010000,22.660000,12.310000,7.640000,0.350000,56.820000,2013-08-16
17.120001,21.980000,10.640000,7.740000,0.320000,56.779999,2013-08-17
19.760000,26.049999,11.300000,8.960000,0.390000,66.330002,2013-08-18
38.570000,51.369999,18.850000,15.380000,0.630000,80.580002,2013-08-19
46.180000,49.700001,15.610000,16.540001,0.810000,59.520000,2013-08-20
43.509998,52.689999,15.120000,12.740000,0.870000,81.040001,2013-08-21
31.670000,33.799999,17.600000,12.920000,0.680000,59.930000,2013-08-22
15.550000,19.309999,9.720000,7.820000,0.540000,49.490002,2013-08-23
22.570000,32.349998,16.030001,9.950000,0.650000,46.919998,2013-08-24
27.040001,38.709999,18.360001,14.820000,0.670000,67.279999,2013-08-25
60.939999,65.779999,15.160000,9.220000,0.780000,88.809998,2013-08-26
40.189999,52.430000,17.650000,12.200000,0.690000,89.459999,2013-08-27
36.740002,46.230000,15.640000,15.170000,0.750000,83.419998,2013-08-28
47.230000,63.959999,20.559999,24.170000,0.890000,78.980003,2013-08-29
43.799999,60.910000,32.639999,19.110001,0.790000,114.830002,2013-08-30
65.849998,73.900002,28.719999,18.510000,0.860000,103.900002,2013-08-31
50.730000,55.169998,17.500000,10.000000,0.590000,100.970001,2013-09-01
66.660004,65.709999,19.250000,14.460000,0.820000,94.720001,2013-09-02
32.980000,31.889999,7.350000,7.480000,0.560000,88.610001,2013-09-03
47.919998,45.189999,11.910000,13.120000,0.660000,64.519997,2013-09-04
24.670000,22.250000,10.240000,16.709999,0.750000,74.010002,2013-09-05
33.549999,35.650002,14.720000,15.970000,0.760000,68.239998,2013-09-06
40.980000,48.119999,11.650000,14.190000,0.790000,55.750000,2013-09-07
45.860001,50.080002,16.059999,15.220000,0.850000,64.440002,2013-09-08
59.750000,65.570000,17.340000,19.150000,0.960000,75.019997,2013-09-09
65.349998,73.339996,19.730000,17.139999,0.920000,61.610001,2013-09-10
47.349998,47.919998,17.690001,13.280000,0.920000,50.200001,2013-09-11
63.500000,80.019997,27.830000,14.400000,0.930000,52.619999,2013-09-12
72.980003,87.889999,27.670000,16.370001,1.200000,84.610001,2013-09-13
63.660000,72.470001,15.690000,14.980000,0.910000,83.650002,2013-09-14
66.389999,72.629997,27.820000,16.549999,0.910000,70.050003,2013-09-15
56.849998,68.790001,23.879999,16.790001,0.870000,89.180000,2013-09-16
49.730000,57.400002,19.170000,12.750000,0.650000,95.330002,2013-09-17
31.590000,40.349998,18.370001,10.860000,0.440000,107.349998,2013-09-18
29.459999,33.430000,13.330000,7.650000,0.380000,103.750000,2013-09-19
45.360001,50.430000,16.450001,10.100000,0.540000,98.430000,2013-09-20
59.930000,68.360001,19.190001,9.820000,0.650000,124.339996,2013-09-21
62.849998,74.029999,24.080000,12.740000,0.780000,105.180000,2013-09-22
51.290001,47.610001,13.030000,12.370000,0.660000,42.410000,2013-09-23
18.639999,15.490000,12.640000,14.840000,0.540000,29.790001,2013-09-24
18.910000,17.040001,15.870000,19.090000,0.740000,37.470001,2013-09-25
23.670000,21.299999,16.020000,12.250000,0.530000,56.119999,2013-09-26
43.930000,44.279999,20.129999,11.780000,0.690000,54.910000,2013-09-27
49.580002,52.869999,23.450001,14.080000,0.610000,79.320000,2013-09-28
46.619999,50.169998,20.040001,14.300000,0.750000,66.709999,2013-09-29
44.580002,50.580002,23.549999,15.170000,0.700000,66.669998,2013-09-30
56.150002,58.450001,22.820000,17.910000,0.740000,83.169998,2013-10-01
78.580002,84.010002,27.910000,16.480000,0.890000,97.389999,2013-10-02
49.110001,54.599998,19.870001,12.540000,0.570000,99.870003,2013-10-03
48.000000,51.459999,16.889999,15.970000,0.540000,90.650002,2013-10-04
87.209999,81.989998,21.129999,15.480000,0.740000,93.980003,2013-10-05
152.369995,133.350006,25.360001,19.340000,1.220000,105.459999,2013-10-06
151.600006,122.940002,26.430000,23.040001,1.040000,95.930000,2013-10-07
142.490005,127.720001,24.840000,27.100000,1.270000,62.849998,2013-10-08
71.150002,67.320000,20.760000,19.000000,0.930000,57.669998,2013-10-09
51.810001,48.900002,20.580000,18.910000,0.870000,87.029999,2013-10-10
89.820000,74.139999,24.209999,21.850000,1.040000,85.059998,2013-10-11
69.550003,66.070000,25.450001,16.090000,0.820000,84.820000,2013-10-12
58.660000,50.959999,23.090000,11.530000,0.660000,114.160004,2013-10-13
74.169998,61.680000,23.400000,15.490000,0.730000,116.000000,2013-10-14
89.760002,70.559998,14.780000,20.610001,0.790000,56.130001,2013-10-15
42.529999,33.849998,19.240000,15.420000,0.520000,51.880001,2013-10-16
85.239998,52.549999,24.049999,16.410000,0.680000,41.950001,2013-10-17
96.349998,66.709999,26.010000,17.650000,0.700000,49.529999,2013-10-18
93.610001,72.419998,41.180000,26.629999,0.850000,44.840000,2013-10-19
114.000000,94.160004,27.950001,28.030001,1.080000,45.939999,2013-10-20
157.750000,117.230003,29.490000,26.080000,1.160000,53.720001,2013-10-21
160.100006,119.120003,29.240000,24.930000,1.180000,79.949997,2013-10-22
185.000000,122.930000,33.139999,25.230000,1.270000,90.209999,2013-10-23
150.729996,114.889999,35.830002,28.760000,1.150000,105.730003,2013-10-24
149.410004,100.389999,33.400002,25.639999,1.270000,103.610001,2013-10-25
117.019997,89.690002,36.959999,33.480000,1.020000,97.750000,2013-10-26
97.239998,74.599998,27.910000,42.770000,1.080000,78.970001,2013-10-27
124.230003,93.199997,38.889999,37.779999,1.170000,81.440002,2013-10-28
159.639999,115.320000,49.209999,44.040001,1.340000,82.370003,2013-10-29
232.440002,147.389999,22.889999,26.959999,1.580000,38.310001,2013-10-30
126.269997,79.620003,22.590000,20.309999,1.320000,42.500000,2013-10-31
83.019997,75.330002,26.450001,29.670000,1.340000,9.760000,2013-11-01
22.959999,31.870001,22.230000,25.120001,1.170000,8.960000,2013-11-02
46.080002,55.180000,30.280001,29.049999,1.140000,18.080000,2013-11-03
54.080002,56.910000,31.110001,28.790001,1.250000,30.170000,2013-11-04
88.879997,86.250000,28.600000,21.629999,1.230000,36.259998,2013-11-05
99.900002,89.980003,31.139999,20.010000,1.250000,42.660000,2013-11-06
99.430000,96.669998,42.790001,26.309999,1.490000,47.660000,2013-11-07
96.330002,105.699997,41.180000,26.480000,1.280000,58.450001,2013-11-08
138.089996,124.059998,33.869999,38.490002,1.290000,59.070000,2013-11-09
91.730003,67.769997,33.160000,29.500000,1.390000,23.080000,2013-11-10
16.820000,19.650000,21.410000,20.290001,0.920000,20.360001,2013-11-11
15.800000,23.510000,20.730000,16.940001,0.780000,21.920000,2013-11-12
39.779999,46.950001,24.680000,25.879999,0.870000,15.260000,2013-11-13
49.000000,53.110001,23.530001,18.620001,0.970000,29.490000,2013-11-14
51.759998,64.209999,34.060001,16.660000,1.280000,23.809999,2013-11-15
74.150002,91.389999,38.430000,24.270000,1.240000,31.639999,2013-11-16
70.449997,92.800003,35.349998,29.180000,1.240000,31.590000,2013-11-17
58.520000,79.419998,30.969999,33.080002,0.920000,30.379999,2013-11-18
69.800003,101.150002,42.240002,31.360001,1.150000,30.809999,2013-11-19
75.889999,103.260002,45.560001,35.049999,1.080000,38.119999,2013-11-20
76.099998,97.290001,36.709999,31.180000,0.980000,42.180000,2013-11-21
198.759995,159.830002,35.389999,41.310001,1.320000,32.189999,2013-11-22
234.130005,187.529999,28.950001,44.070000,1.470000,31.990000,2013-11-23
50.259998,34.709999,19.350000,20.230000,0.840000,34.160000,2013-11-24
28.270000,40.810001,21.299999,17.700001,0.710000,37.130001,2013-11-25
43.209999,62.889999,33.189999,18.540001,0.760000,36.340000,2013-11-26
59.750000,79.750000,42.759998,40.889999,0.860000,21.510000,2013-11-27
33.680000,44.689999,28.600000,26.340000,0.590000,32.860001,2013-11-28
41.060001,48.259998,25.100000,21.980000,0.740000,35.299999,2013-11-29
53.290001,64.220001,37.290001,32.029999,0.870000,32.270000,2013-11-30
90.620003,90.150002,42.810001,30.469999,1.280000,33.320000,2013-12-01
62.500000,82.570000,46.389999,31.290001,1.010000,38.990002,2013-12-02
91.680000,105.849998,60.680000,50.080002,1.180000,37.009998,2013-12-03
110.000000,121.900002,59.200001,35.279999,1.250000,45.580002,2013-12-04
112.900002,126.269997,51.599998,32.439999,1.190000,47.779999,2013-12-05
162.440002,152.710007,67.760002,44.490002,1.690000,33.450001,2013-12-06
155.169998,177.559998,52.830002,37.299999,1.760000,38.650002,2013-12-07
150.169998,150.800003,49.919998,35.540001,1.490000,45.150002,2013-12-08
90.290001,82.879997,41.549999,30.240000,0.990000,40.830002,2013-12-09
77.269997,90.029999,36.709999,28.950001,1.000000,33.590000,2013-12-10
95.309998,85.669998,57.740002,43.700001,1.100000,28.860001,2013-12-11
86.750000,97.059998,40.830002,41.849998,0.990000,19.750000,2013-12-12
106.209999,102.750000,48.400002,36.509998,1.200000,29.980000,2013-12-13
158.389999,134.949997,43.380001,39.310001,1.330000,23.820000,2013-12-14
173.320007,129.619995,42.740002,56.639999,1.380000,20.030001,2013-12-15
116.809998,91.160004,27.820000,31.790001,1.060000,32.049999,2013-12-16
21.600000,17.010000,13.180000,16.370001,0.830000,29.400000,2013-12-17
48.740002,51.119999,22.480000,26.670000,0.930000,27.830000,2013-12-18
128.190002,123.139999,35.160000,33.939999,1.440000,35.270000,2013-12-19
139.639999,132.300003,38.509998,29.120001,1.580000,33.860001,2013-12-20
171.179993,144.589996,37.330002,42.660000,1.680000,32.490002,2013-12-21
121.839996,125.419998,36.560001,35.070000,1.450000,30.900000,2013-12-22
103.559998,107.989998,41.779999,41.910000,1.330000,25.900000,2013-12-23
108.500000,110.760002,42.570000,45.849998,1.410000,25.559999,2013-12-24
125.570000,125.150002,52.599998,44.470001,1.580000,32.930000,2013-12-25
128.910004,115.779999,56.529999,52.790001,1.500000,29.160000,2013-12-26
81.349998,89.610001,32.070000,36.990002,1.210000,31.629999,2013-12-27
60.259998,70.129997,34.020000,31.600000,0.920000,29.930000,2013-12-28
78.949997,87.779999,39.430000,37.660000,1.070000,31.270000,2013-12-29
100.699997,106.120003,41.299999,38.810001,1.250000,32.980000,2013-12-30
111.669998,112.680000,39.529999,41.240002,1.350000,30.510000,2013-12-31
114.349998,126.940002,44.419998,58.169998,1.550000,28.790001,2014-01-01
123.739998,114.379997,62.740002,58.889999,1.580000,26.070000,2014-01-02
200.750000,147.339996,59.310001,69.930000,1.710000,26.760000,2014-01-03
110.059998,125.059998,51.740002,51.180000,1.480000,32.049999,2014-01-04
96.750000,105.980003,45.900002,40.240002,1.350000,37.389999,2014-01-05
121.370003,130.250000,43.439999,46.450001,1.330000,28.430000,2014-01-06
135.389999,108.930000,25.969999,46.419998,1.450000,15.520000,2014-01-07
125.029999,98.419998,34.610001,33.919998,1.400000,27.129999,2014-01-08
133.770004,111.419998,30.400000,37.669998,1.630000,22.670000,2014-01-09
96.360001,79.839996,21.990000,24.500000,1.330000,23.549999,2014-01-10
49.330002,39.790001,17.840000,23.440001,0.980000,28.530001,2014-01-11
